CUSTOMERID,RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,SEGMENT
12412,75,3,1027.08,3,3,4,Loyal Customers
13867,75,3,857.85,3,4,4,Loyal Customers
13639,75,1,847.14,3,1,4,Others
12612,75,1,690,3,1,3,Others
12925,75,2,580.29,3,2,3,Others
15344,75,3,547.02,3,4,3,Loyal Customers
13405,75,3,562.49,3,4,3,Loyal Customers
18205,75,2,497.08,3,3,3,Loyal Customers
13434,75,2,511.56,3,3,3,Loyal Customers
16383,75,2,520.83,3,3,3,Loyal Customers
13390,75,1,523.68,3,1,3,Others
15626,75,2,436.58,3,3,3,Loyal Customers
16603,75,2,391.75,3,3,2,Loyal Customers
13927,75,1,301.25,3,1,2,Others
17674,75,2,316.44,3,2,2,Others
14908,75,1,257.4,3,1,2,Others
15243,75,1,261.98,3,2,2,Others
14473,75,2,224.14,3,2,2,Others
13233,75,2,247.2,3,3,2,Loyal Customers
13866,75,1,145.67,3,2,1,Others
15958,75,1,98.7,3,2,1,Others
14387,75,3,1584.67,3,4,4,Loyal Customers
17061,74,12,5151.91,3,5,5,Loyal Customers
13514,74,1,152.2,3,2,1,Others
13555,74,4,3480.75,3,4,5,Loyal Customers
17490,74,9,1950.27,3,5,5,Loyal Customers
17591,74,7,1995.75,3,5,5,Loyal Customers
15827,74,14,1592.09,3,5,4,Loyal Customers
12455,74,6,1620.3,3,5,4,Loyal Customers
14047,74,5,1294.69,3,4,4,Loyal Customers
15701,74,4,1295.56,3,4,4,Loyal Customers
15241,74,7,1221.72,3,5,4,Loyal Customers
17788,74,2,1117.9,3,3,4,Loyal Customers
16266,74,7,770.41,3,5,3,Loyal Customers
13979,74,1,708.81,3,2,3,Others
14818,74,3,613,3,4,3,Loyal Customers
13016,74,3,586.01,3,4,3,Loyal Customers
12987,74,2,527.9,3,3,3,Loyal Customers
13314,74,3,562.03,3,3,3,Loyal Customers
16354,74,2,377.22,3,3,2,Loyal Customers
17805,74,1,288.27,3,1,2,Others
16629,74,2,317,3,3,2,Loyal Customers
16181,74,1,277,3,2,2,Others
14272,74,2,239.58,3,2,2,Others
18278,74,1,163.7,3,2,1,Others
16462,74,3,136,3,3,1,Loyal Customers
14101,74,6,4717.94,3,5,5,Loyal Customers
16182,73,4,6607.45,3,4,5,Loyal Customers
14109,73,1,125.5,3,2,1,Others
13901,73,5,2440.52,3,4,5,Loyal Customers
12352,73,9,2486.72,3,5,5,Loyal Customers
16281,73,1,2062.06,3,1,5,Others
14978,73,5,1888.73,3,4,5,Loyal Customers
13397,73,5,1535.63,3,4,4,Loyal Customers
15841,73,4,989.1,3,4,4,Loyal Customers
18265,73,2,723.75,3,2,3,Others
13515,73,4,628.96,3,4,3,Loyal Customers
13321,73,2,506.16,3,3,3,Loyal Customers
17513,73,1,513.2,3,1,3,Others
16119,73,2,403.08,3,3,2,Loyal Customers
16321,73,7,409.75,3,5,2,Loyal Customers
17950,73,3,373.98,3,4,2,Loyal Customers
15036,73,3,336.88,3,3,2,Loyal Customers
17370,73,4,317.66,3,4,2,Loyal Customers
16909,73,1,253.86,3,1,2,Others
14947,73,2,248.82,3,2,2,Others
13061,73,1,208.05,3,1,2,Others
16690,73,2,215.5,3,2,2,Others
15348,73,1,145.2,3,1,1,Others
17783,73,2,150.27,3,3,1,Loyal Customers
13505,73,4,3740.48,3,4,5,Loyal Customers
18198,72,19,4923.54,3,5,5,Loyal Customers
13503,72,1,116.75,3,1,1,Others
15984,72,10,2334.62,3,5,5,Loyal Customers
14188,72,6,1941.4,3,4,5,Loyal Customers
12615,72,4,2023.51,3,4,5,Loyal Customers
18204,72,3,1804.61,3,3,5,Loyal Customers
14409,72,7,1819.87,3,5,5,Loyal Customers
14305,72,3,1680.66,3,3,4,Loyal Customers
14524,72,9,1734.68,3,5,4,Loyal Customers
16059,72,6,1355.95,3,5,4,Loyal Customers
17930,72,5,1177.56,3,4,4,Loyal Customers
17724,72,3,1033,3,3,4,Loyal Customers
17894,72,8,1075.72,3,5,4,Loyal Customers
18192,72,1,957.97,3,2,4,Others
12458,72,2,861.6,3,3,4,Loyal Customers
17905,72,4,793.19,3,4,3,Loyal Customers
14475,72,3,813.09,3,4,4,Loyal Customers
15062,72,4,819.8,3,4,4,Loyal Customers
13759,72,2,619.81,3,2,3,Others
13741,72,3,654.21,3,3,3,Loyal Customers
16233,72,3,526.48,3,3,3,Loyal Customers
13354,72,1,566.93,3,2,3,Others
16268,72,2,486.27,3,3,3,Loyal Customers
16650,72,1,392.3,3,1,2,Others
15030,72,2,372.48,3,2,2,Others
16589,72,3,316.24,3,3,2,Loyal Customers
17572,72,4,226.75,3,4,2,Loyal Customers
16574,72,1,239.4,3,2,2,Others
12703,72,1,241.05,3,2,2,Others
13886,72,1,213.2,3,2,2,Others
12718,72,1,184.25,3,2,1,Others
13364,72,2,144.52,3,2,1,Others
15175,72,1,96.9,3,2,1,Others
17427,72,1,100.8,3,1,1,Others
15356,72,10,2386.48,3,5,5,Loyal Customers
15321,71,3,2572.63,3,3,5,Loyal Customers
15185,71,1,79.9,3,1,1,Others
14164,71,2,1570.57,3,2,4,Others
13764,71,3,1303.31,3,4,4,Loyal Customers
16101,71,1,1158.62,3,1,4,Others
15172,71,5,1086.93,3,4,4,Loyal Customers
14916,71,4,1028.5,3,4,4,Loyal Customers
12842,71,2,1035.61,3,3,4,Loyal Customers
12822,71,2,807.16,3,3,3,Loyal Customers
12694,71,2,677.55,3,3,3,Loyal Customers
16613,71,1,558.35,3,1,3,Others
13954,71,2,425.76,3,3,3,Loyal Customers
16404,71,1,427.45,3,1,3,Others
13347,71,1,341.36,3,1,2,Others
17376,71,2,194.7,3,3,1,Loyal Customers
18053,71,1,198.2,3,2,1,Others
15593,71,1,189.6,3,1,1,Others
13095,71,1,32.4,3,2,1,Others
15834,71,4,1927.63,3,4,5,Loyal Customers
17406,70,3,2042.11,3,4,5,Loyal Customers
15100,70,4,897.9,3,4,4,Loyal Customers
15326,70,1,170.29,3,2,1,Others
16850,70,1,276.73,3,1,2,Others
17849,70,4,601.25,3,4,3,Loyal Customers
17850,69,35,5396.31,3,5,5,Loyal Customers
16405,69,2,74.2,3,3,1,Loyal Customers
18168,69,6,1033.36,3,5,4,Loyal Customers
16842,69,3,1073.91,3,4,4,Loyal Customers
16716,69,3,947.1,3,3,4,Loyal Customers
14465,69,3,961.81,3,4,4,Loyal Customers
14081,69,2,755.83,3,3,3,Loyal Customers
16725,69,7,715.49,3,5,3,Loyal Customers
15809,69,6,455.37,3,5,3,Loyal Customers
14431,69,1,470.36,3,2,3,Others
16027,69,4,356.82,3,4,2,Loyal Customers
13706,69,1,283.99,3,1,2,Others
16425,69,1,214.2,3,1,2,Others
12561,69,1,176.45,3,1,1,Others
12857,69,2,1106.4,3,3,4,Loyal Customers
16553,68,12,4168.14,3,5,5,Loyal Customers
18086,68,1,71.1,3,2,1,Others
16477,68,7,2281.9,3,5,5,Loyal Customers
14930,68,3,2130.46,3,3,5,Loyal Customers
18173,68,4,1728.12,3,4,4,Loyal Customers
18183,68,2,508.55,3,2,3,Others
14603,68,1,510,3,2,3,Others
15308,68,1,286.35,3,2,2,Others
16625,68,1,292.34,3,1,2,Others
14727,68,1,268.58,3,2,2,Others
14350,68,2,241.39,3,3,2,Loyal Customers
16080,68,3,198.42,3,4,1,Loyal Customers
16808,68,2,208.82,3,3,2,Loyal Customers
16471,68,1,162.75,3,1,1,Others
16778,68,2,180.32,3,3,1,Loyal Customers
14854,68,7,2225.61,3,5,5,Loyal Customers
15665,67,2,1771,3,3,4,Loyal Customers
16889,67,3,1307.1,3,3,4,Loyal Customers
13548,67,2,537.3,3,3,3,Loyal Customers
15655,67,1,497.77,3,1,3,Others
13606,67,1,123.54,3,2,1,Others
17550,67,3,248.45,3,4,2,Loyal Customers
13570,67,1,196.12,3,2,1,Others
13508,67,1,110.97,3,1,1,Others
18129,67,1,112.55,3,2,1,Others
12447,67,1,469.69,3,1,3,Others
17581,66,25,9935.85,3,5,5,Loyal Customers
13592,66,4,221.24,3,4,2,Loyal Customers
15674,66,6,2149.86,3,5,5,Loyal Customers
14766,66,6,2197.73,3,5,5,Loyal Customers
18242,66,4,2051.29,3,4,5,Loyal Customers
17597,66,1,1780.83,3,2,4,Others
16676,66,4,1481.36,3,4,4,Loyal Customers
12843,66,7,1522.71,3,5,4,Loyal Customers
16841,66,7,1235.84,3,5,4,Loyal Customers
14078,66,6,1018.06,3,5,4,Loyal Customers
13055,66,3,954.13,3,4,4,Loyal Customers
16320,66,2,840.1,3,2,4,Others
16357,66,3,638.96,3,4,3,Loyal Customers
16696,66,4,657.9,3,4,3,Loyal Customers
15381,66,2,596.85,3,3,3,Loyal Customers
16431,66,3,493.6,3,4,3,Loyal Customers
14288,66,1,426.6,3,2,3,Others
15433,66,2,353.9,3,3,2,Loyal Customers
15063,66,1,370.8,3,1,2,Others
12592,66,2,344.1,3,2,2,Others
13242,66,3,270.4,3,4,2,Loyal Customers
13990,66,1,275.9,3,2,2,Others
17504,66,10,2502.15,3,5,5,Loyal Customers
15098,65,3,39916.5,3,3,5,Loyal Customers
16581,65,1,55.2,3,2,1,Others
16767,65,11,4390.92,3,5,5,Loyal Customers
17819,65,7,3666.41,3,5,5,Loyal Customers
14401,65,13,2714.46,3,5,5,Loyal Customers
12840,65,4,2599.25,3,4,5,Loyal Customers
16370,65,4,1168.15,3,4,4,Loyal Customers
17115,65,3,774.3,3,3,3,Loyal Customers
16614,65,1,443.79,3,1,3,Others
15679,65,3,411.5,3,4,2,Loyal Customers
13533,65,3,226.29,3,3,2,Loyal Customers
17234,65,1,130.9,3,2,1,Others
16668,65,3,135.6,3,4,1,Loyal Customers
13686,65,1,21,3,2,1,Others
12409,65,3,9997.23,3,3,5,Loyal Customers
14163,64,4,2409.82,3,4,5,Loyal Customers
17787,64,4,1667.09,3,4,4,Loyal Customers
14472,64,8,1548.47,3,5,4,Loyal Customers
17997,64,10,1378.07,3,5,4,Loyal Customers
16866,64,3,189.5,3,3,1,Loyal Customers
17126,64,5,819.21,3,4,4,Loyal Customers
16014,64,3,623.79,3,4,3,Loyal Customers
15756,64,4,491.57,3,4,3,Loyal Customers
18024,64,3,410.57,3,3,2,Loyal Customers
16880,64,6,1295.57,3,4,4,Loyal Customers
17442,63,6,1875.92,3,5,5,Loyal Customers
16996,63,6,1456.96,3,5,4,Loyal Customers
16292,63,1,275.77,3,1,2,Others
13925,63,4,578.89,3,4,3,Loyal Customers
14024,63,2,307.3,3,3,2,Loyal Customers
17042,63,5,702.41,3,4,3,Loyal Customers
13225,61,8,6283.14,3,5,5,Loyal Customers
13666,61,2,64.25,3,3,1,Loyal Customers
14395,61,9,3124.84,3,5,5,Loyal Customers
14535,61,3,2469.29,3,3,5,Loyal Customers
17648,61,4,1781.42,3,4,5,Loyal Customers
17214,61,6,1039.8,3,5,4,Loyal Customers
16637,61,4,922.11,3,4,4,Loyal Customers
15128,61,4,988.52,3,4,4,Loyal Customers
15211,61,2,884.21,3,3,4,Loyal Customers
16395,61,5,914.76,3,4,4,Loyal Customers
17552,61,4,735.05,3,4,3,Loyal Customers
15304,61,8,694.4,3,5,3,Loyal Customers
14201,61,7,648.26,3,5,3,Loyal Customers
17462,61,2,666.21,3,3,3,Loyal Customers
14451,61,2,598.51,3,3,3,Loyal Customers
14128,61,2,479.4,3,3,3,Loyal Customers
15193,61,1,485.4,3,2,3,Others
16385,61,3,500.43,3,4,3,Loyal Customers
14529,61,3,514.13,3,3,3,Loyal Customers
16960,61,3,452.05,3,4,3,Loyal Customers
16982,61,1,377.42,3,1,2,Others
13352,61,1,323.1,3,2,2,Others
15330,61,2,324,3,2,2,Others
17025,61,3,335.97,3,4,2,Loyal Customers
15553,61,1,289.35,3,2,2,Others
16776,61,1,294.1,3,2,2,Others
18169,61,1,200.45,3,2,1,Others
16179,61,1,201.43,3,2,1,Others
13980,61,1,165.5,3,2,1,Others
15886,61,1,171.5,3,1,1,Others
18126,61,1,171.56,3,1,1,Others
14027,61,1,94.62,3,1,1,Others
13373,61,3,2963.83,3,4,5,Loyal Customers
16126,60,4,6207.85,3,4,5,Loyal Customers
12659,60,1,48,3,2,1,Others
14944,60,11,5480.73,3,5,5,Loyal Customers
13148,60,12,3206.08,3,5,5,Loyal Customers
16904,60,16,3252.03,3,5,5,Loyal Customers
17059,60,5,2663.39,3,4,5,Loyal Customers
16218,60,7,2734.76,3,5,5,Loyal Customers
12708,60,10,2494.93,3,5,5,Loyal Customers
16003,60,5,2530.43,3,4,5,Loyal Customers
13230,60,13,2335.58,3,5,5,Loyal Customers
16628,60,5,1957.89,3,4,5,Loyal Customers
14466,60,7,2087.6,3,5,5,Loyal Customers
14608,60,4,1785.15,3,4,5,Loyal Customers
16986,60,2,1873.2,3,2,5,Others
15111,60,3,1461.88,3,4,4,Loyal Customers
12826,60,7,1276.3,3,5,4,Loyal Customers
13396,60,2,1278.57,3,3,4,Loyal Customers
17197,60,1,1013.01,3,2,4,Others
14712,60,3,862.05,3,3,4,Loyal Customers
18125,60,4,904.98,3,4,4,Loyal Customers
15238,60,3,906.27,3,3,4,Loyal Customers
16907,60,5,916.89,3,4,4,Loyal Customers
18236,60,6,816.74,3,5,4,Loyal Customers
17537,60,2,757.93,3,2,3,Others
18135,60,5,681.91,3,4,3,Loyal Customers
12541,60,3,720.02,3,4,3,Loyal Customers
15289,60,3,656.88,3,3,3,Loyal Customers
14829,60,5,588.61,3,4,3,Loyal Customers
17521,60,3,607.89,3,3,3,Loyal Customers
15452,60,3,504.98,3,4,3,Loyal Customers
18217,60,2,408.33,3,3,2,Loyal Customers
16863,60,3,427.56,3,3,3,Loyal Customers
15184,60,2,357.15,3,2,2,Others
12981,60,2,318.78,3,2,2,Others
12538,60,1,323.75,3,2,2,Others
12617,60,1,326.85,3,1,2,Others
13817,60,2,327.3,3,3,2,Loyal Customers
16025,60,1,351.58,3,1,2,Others
17573,60,3,300.44,3,3,2,Loyal Customers
12844,60,2,317.03,3,2,2,Others
16903,60,1,262.8,3,1,2,Others
14863,60,1,266.76,3,1,2,Others
14765,60,3,215.52,3,3,2,Loyal Customers
17977,60,1,153.8,3,2,1,Others
17791,60,1,106.1,3,1,1,Others
17901,60,1,109.04,3,1,1,Others
15463,60,1,109.1,3,1,1,Others
17416,60,8,6243,3,5,5,Loyal Customers
12766,58,7,6242.85,3,5,5,Loyal Customers
16773,58,1,124.79,3,2,1,Others
17567,58,9,4050.98,3,5,5,Loyal Customers
12613,58,5,3130.52,3,4,5,Loyal Customers
15367,58,4,1663.55,3,4,4,Loyal Customers
12876,58,2,1324,3,3,4,Loyal Customers
13853,58,1,1080.78,3,1,4,Others
12446,58,1,981.97,3,1,4,Others
16224,58,4,911.52,3,4,4,Loyal Customers
16121,58,2,742.76,3,3,3,Loyal Customers
13035,58,3,776.8,3,3,3,Loyal Customers
14976,58,7,778.59,3,5,3,Loyal Customers
15272,58,2,670.95,3,2,3,Others
17169,58,2,700.66,3,3,3,Loyal Customers
16770,58,6,642.09,3,5,3,Loyal Customers
16682,58,5,664.32,3,4,3,Loyal Customers
18160,58,2,576.7,3,3,3,Loyal Customers
12631,58,1,586.9,3,1,3,Others
13487,58,3,533.7,3,4,3,Loyal Customers
14537,58,1,355.56,3,1,2,Others
13827,58,3,382.07,3,3,2,Loyal Customers
17614,58,1,337.94,3,2,2,Others
16430,58,1,300.85,3,2,2,Others
14555,58,2,312.54,3,3,2,Loyal Customers
13930,58,2,284.54,3,3,2,Loyal Customers
16793,58,1,193.2,3,1,1,Others
13858,58,1,205.97,3,1,1,Others
17181,58,2,160.72,3,3,1,Loyal Customers
17279,58,1,187.83,3,1,1,Others
14975,58,1,132.2,3,1,1,Others
17509,58,8,5906.56,3,5,5,Loyal Customers
13047,57,10,2960.36,3,5,5,Loyal Customers
13006,57,1,70.05,3,1,1,Others
14937,57,3,1621.88,3,4,4,Loyal Customers
14567,57,2,1530.36,3,2,4,Others
15826,57,3,1298.99,3,4,4,Loyal Customers
15620,57,4,1311.56,3,4,4,Loyal Customers
15453,57,7,1170.95,3,5,4,Loyal Customers
14856,57,3,1190.29,3,3,4,Loyal Customers
16950,57,3,1091.41,3,3,4,Loyal Customers
13213,57,5,1113.1,3,4,4,Loyal Customers
13717,57,6,895.06,3,5,4,Loyal Customers
18228,57,2,764.54,3,3,3,Loyal Customers
16394,57,6,420.2,3,5,3,Loyal Customers
14592,57,3,429.53,3,3,3,Loyal Customers
16239,57,2,383.4,3,3,2,Loyal Customers
17892,57,3,231.03,3,3,2,Loyal Customers
17750,57,5,195.24,3,4,1,Loyal Customers
16413,57,1,212.5,3,2,2,Others
17771,57,2,148.67,3,3,1,Loyal Customers
14089,57,1,95.25,3,1,1,Others
17986,57,1,20.8,3,2,1,Others
16081,57,5,2433.22,3,4,5,Loyal Customers
13878,55,1,1213.85,3,1,4,Others
16934,55,2,851.06,3,3,4,Loyal Customers
13956,55,5,877.84,3,4,4,Loyal Customers
12940,55,2,792.98,3,3,3,Loyal Customers
13034,55,2,593.23,3,3,3,Loyal Customers
16206,55,4,512.86,3,4,3,Loyal Customers
13760,55,2,250.33,3,2,2,Others
15994,55,1,406.62,3,2,2,Others
15440,55,3,353.05,3,4,2,Loyal Customers
14780,55,2,323.7,3,3,2,Loyal Customers
16052,55,1,298.78,3,2,2,Others
15545,55,2,253.45,3,2,2,Others
16674,55,2,267.15,3,2,2,Others
16243,55,2,402.14,3,2,2,Others
13534,54,26,5580.38,3,5,5,Loyal Customers
17205,54,1,10,3,1,1,Others
13015,54,5,2987.6,3,4,5,Loyal Customers
12473,54,5,3155.18,3,4,5,Loyal Customers
12783,54,6,2110.11,3,5,5,Loyal Customers
14211,54,9,1894.02,3,5,5,Loyal Customers
13750,54,5,1647.26,3,4,4,Loyal Customers
17612,54,6,1654.65,3,5,4,Loyal Customers
13110,54,7,1470.45,3,5,4,Loyal Customers
16389,54,5,1307.73,3,4,4,Loyal Customers
13685,54,4,1178.35,3,4,4,Loyal Customers
12526,54,3,1224.42,3,4,4,Loyal Customers
14443,54,4,1230.84,3,4,4,Loyal Customers
16563,54,1,1072.7,3,2,4,Others
15066,54,2,874.57,3,3,4,Loyal Customers
17527,54,5,812.15,3,4,4,Loyal Customers
12794,54,2,751.89,3,2,3,Others
17244,54,1,780.88,3,2,3,Others
17734,54,3,572.25,3,4,3,Loyal Customers
12475,54,1,600.1,3,2,3,Others
17520,54,1,485.93,3,2,3,Others
16737,54,1,417.6,3,2,3,Others
15012,54,2,350.9,3,3,2,Loyal Customers
13923,54,1,316.45,3,1,2,Others
15355,54,2,277.05,3,3,2,Loyal Customers
17206,54,1,204.24,3,1,1,Others
15598,54,1,206.36,3,1,1,Others
17534,54,1,212.86,3,2,2,Others
15335,54,1,164.73,3,1,1,Others
18042,54,1,165.05,3,1,1,Others
17201,54,1,185.63,3,1,1,Others
16932,54,1,126.16,3,2,1,Others
17785,54,1,126.9,3,2,1,Others
16412,54,1,130.65,3,2,1,Others
14830,54,1,143.09,3,1,1,Others
16363,54,1,99.4,3,1,1,Others
16542,54,1,119.62,3,1,1,Others
12454,54,2,3952.48,3,3,5,Loyal Customers
14298,53,43,34393.15,3,5,5,Loyal Customers
14861,53,1,74.25,3,2,1,Others
15505,53,6,3124.76,3,4,5,Loyal Customers
17203,53,6,3266.24,3,5,5,Loyal Customers
12360,53,3,2346.3,3,4,5,Loyal Customers
16940,53,3,2483.09,3,4,5,Loyal Customers
17679,53,2,1941.71,3,2,5,Others
15140,53,7,1874.41,3,5,5,Loyal Customers
16249,53,5,1605.05,3,4,4,Loyal Customers
12759,53,3,1294.84,3,4,4,Loyal Customers
17262,53,4,1171.76,3,4,4,Loyal Customers
13032,53,2,979.98,3,3,4,Loyal Customers
14015,53,1,865.5,3,2,4,Others
12611,53,1,892.6,3,1,4,Others
13637,53,3,733.14,3,4,3,Loyal Customers
16734,53,3,570.64,3,3,3,Loyal Customers
13805,53,2,477.2,3,2,3,Others
12863,53,1,449.2,3,1,3,Others
16730,53,3,388.28,3,3,2,Loyal Customers
15678,53,1,322.1,3,1,2,Others
13594,53,1,289.33,3,1,2,Others
16848,53,1,247.82,3,2,2,Others
15637,53,1,194.9,3,2,1,Others
15604,53,1,168.51,3,1,1,Others
14381,53,1,169.57,3,2,1,Others
15327,53,1,188.05,3,1,1,Others
14798,53,3,129.9,3,4,1,Loyal Customers
13953,53,7,3470.2,3,5,5,Loyal Customers
12744,52,7,19699.21,3,5,5,Loyal Customers
15853,52,1,64.09,3,1,1,Others
12472,52,7,5551.81,3,5,5,Loyal Customers
12370,52,4,3025.88,3,4,5,Loyal Customers
16131,52,6,3171.26,3,5,5,Loyal Customers
16440,52,5,3262.07,3,4,5,Loyal Customers
14107,52,7,2187.59,3,5,5,Loyal Customers
14306,52,2,1923.7,3,3,5,Loyal Customers
14229,52,4,1529.78,3,4,4,Loyal Customers
15220,52,6,1392.6,3,5,4,Loyal Customers
17043,52,4,1416.64,3,4,4,Loyal Customers
13849,52,2,1304.3,3,2,4,Others
14776,52,10,1173.66,3,5,4,Loyal Customers
12572,52,2,935.78,3,3,4,Loyal Customers
16621,52,4,751.32,3,4,3,Loyal Customers
16470,52,4,626.03,3,4,3,Loyal Customers
15468,52,2,454.23,3,2,3,Others
15754,52,3,458.57,3,4,3,Loyal Customers
15006,52,1,421.26,3,2,3,Others
15803,52,1,364.82,3,1,2,Others
17973,52,1,301.4,3,2,2,Others
16826,52,1,282.5,3,2,2,Others
16123,52,1,246.7,3,1,2,Others
17824,52,1,175,3,1,1,Others
14799,52,1,135.65,3,1,1,Others
17148,52,1,107.88,3,2,1,Others
15610,52,1,112.46,3,2,1,Others
18019,52,1,38.45,3,1,1,Others
16187,52,15,5378.74,3,5,5,Loyal Customers
15301,51,12,4225.65,3,5,5,Loyal Customers
14495,51,2,123.8,3,3,1,Loyal Customers
17402,51,13,2596.78,3,5,5,Loyal Customers
17092,51,4,1616.63,3,4,4,Loyal Customers
17354,51,1,1351.17,3,2,4,Others
16170,51,6,1449.65,3,5,4,Loyal Customers
16813,51,10,1289.25,3,5,4,Loyal Customers
17571,51,4,1186.4,3,4,4,Loyal Customers
14261,51,2,1143.29,3,2,4,Others
16260,51,1,1035.45,3,2,4,Others
13159,51,5,1062.74,3,4,4,Loyal Customers
13761,51,2,944.37,3,3,4,Loyal Customers
14631,51,3,917.1,3,3,4,Loyal Customers
14214,51,5,801.88,3,4,3,Loyal Customers
15807,51,3,819.9,3,4,4,Loyal Customers
17007,51,6,697.49,3,5,3,Loyal Customers
16284,51,2,720.29,3,3,3,Loyal Customers
14923,51,1,647.98,3,2,3,Others
16099,51,3,651.5,3,4,3,Loyal Customers
17420,51,3,598.83,3,4,3,Loyal Customers
18252,51,2,452.35,3,2,3,Others
15121,51,2,402.44,3,3,2,Loyal Customers
13245,51,1,410.1,3,1,2,Others
14638,51,1,413.48,3,2,2,Others
15664,51,1,376.47,3,1,2,Others
14427,51,2,317.74,3,3,2,Loyal Customers
16593,51,3,321.75,3,4,2,Loyal Customers
16177,51,1,331.95,3,1,2,Others
13573,51,2,254.3,3,3,2,Loyal Customers
14484,51,1,273.16,3,1,2,Others
13897,51,1,281.64,3,1,2,Others
17125,51,1,202.43,3,1,1,Others
16846,51,1,203.82,3,1,1,Others
13669,51,2,172.95,3,3,1,Loyal Customers
15565,51,2,173.16,3,3,1,Loyal Customers
14585,51,1,133.74,3,2,1,Others
15836,51,1,137.37,3,2,1,Others
15129,51,11,3110.82,3,5,5,Loyal Customers
13709,50,13,5778.43,3,5,5,Loyal Customers
13460,50,2,74.48,3,3,1,Loyal Customers
13725,50,8,1813.28,3,5,5,Loyal Customers
16153,50,5,1707.43,3,4,4,Loyal Customers
15819,50,4,1528.65,3,4,4,Loyal Customers
12407,50,5,1324.3,3,4,4,Loyal Customers
13918,50,2,1042.44,3,3,4,Loyal Customers
12646,50,2,1064.37,3,3,4,Loyal Customers
16918,50,7,867.77,3,5,4,Loyal Customers
15969,50,3,655.9,3,4,3,Loyal Customers
15677,50,1,583.07,3,1,3,Others
14147,50,3,485.9,3,3,3,Loyal Customers
14967,50,1,463.8,3,1,3,Others
17361,50,3,467.86,3,4,3,Loyal Customers
12403,50,1,427.7,3,2,3,Others
13974,50,1,346.91,3,2,2,Others
16313,50,2,237.07,3,3,2,Loyal Customers
15286,50,1,240.55,3,1,2,Others
13917,50,2,213.6,3,3,2,Loyal Customers
17832,50,1,96.11,3,2,1,Others
15740,50,1,110.48,3,1,1,Others
15728,50,1,29.75,3,2,1,Others
16497,50,6,2735.17,3,5,5,Loyal Customers
14800,48,10,3342.15,3,5,5,Loyal Customers
16686,48,7,2376.23,3,5,5,Loyal Customers
17131,48,5,2289.99,3,4,5,Loyal Customers
16434,48,7,1440.84,3,5,4,Loyal Customers
15427,48,3,1196.73,3,3,4,Loyal Customers
14629,48,2,863.31,3,2,4,Others
17836,48,1,90.98,3,2,1,Others
15000,48,1,441.17,3,1,3,Others
16768,48,3,470.54,3,3,3,Loyal Customers
16017,48,1,211.88,3,1,2,Others
18005,48,2,212.75,3,2,2,Others
17111,48,1,146.94,3,1,1,Others
13598,48,1,159.19,3,1,1,Others
14504,48,4,611.3,3,4,3,Loyal Customers
15786,47,3,4058.72,3,3,5,Loyal Customers
15844,47,1,42.18,3,2,1,Others
13523,47,5,3516.88,3,4,5,Loyal Customers
14145,47,5,3841.2,3,4,5,Loyal Customers
12594,47,10,3117.48,3,5,5,Loyal Customers
15380,47,5,1639.94,3,4,4,Loyal Customers
13808,47,5,1653.74,3,4,4,Loyal Customers
17272,47,3,1559.35,3,3,4,Loyal Customers
14019,47,3,1289.01,3,4,4,Loyal Customers
17004,47,2,1222.93,3,2,4,Others
13104,47,6,1088.4,3,5,4,Loyal Customers
12546,47,3,1029.6,3,4,4,Loyal Customers
15801,47,3,936.81,3,4,4,Loyal Customers
16728,47,4,848.43,3,4,4,Loyal Customers
15215,47,3,734.94,3,3,3,Loyal Customers
16742,47,2,638.3,3,3,3,Loyal Customers
16023,47,3,657.97,3,4,3,Loyal Customers
16491,47,1,602.58,3,1,3,Others
13165,47,2,611.48,3,3,3,Loyal Customers
15806,47,3,612.1,3,3,3,Loyal Customers
14474,47,1,540.94,3,1,3,Others
16444,47,4,516.34,3,4,3,Loyal Customers
15068,47,2,473.34,3,3,3,Loyal Customers
18240,47,1,404.1,3,1,2,Others
15142,47,1,414.3,3,1,2,Others
13176,47,1,314.09,3,2,2,Others
15592,47,1,282.88,3,1,2,Others
15277,47,1,221.4,3,1,2,Others
14139,47,1,186.14,3,2,1,Others
17344,47,1,145.92,3,2,1,Others
16019,47,10,3406.53,3,5,5,Loyal Customers
13340,46,7,9648.24,3,5,5,Loyal Customers
13182,46,1,45,3,1,1,Others
17690,46,15,4503.31,3,5,5,Loyal Customers
13384,46,7,3845.75,3,5,5,Loyal Customers
17449,46,7,2378.48,3,5,5,Loyal Customers
14001,46,3,2001.48,3,3,5,Loyal Customers
14341,46,8,1880.48,3,5,5,Loyal Customers
13481,46,6,1607.26,3,4,4,Loyal Customers
13510,46,4,1401.98,3,4,4,Loyal Customers
16110,46,3,1183.55,3,4,4,Loyal Customers
12398,46,1,1207.82,3,2,4,Others
17350,46,4,1123.21,3,4,4,Loyal Customers
13652,46,3,1026.68,3,3,4,Loyal Customers
15630,46,2,932.15,3,3,4,Loyal Customers
18079,46,4,751.78,3,4,3,Loyal Customers
15656,46,4,704.22,3,4,3,Loyal Customers
16708,46,1,612.83,3,2,3,Others
17423,46,3,536.49,3,4,3,Loyal Customers
16056,46,1,551.23,3,2,3,Others
15345,46,1,393.54,3,1,2,Others
15158,46,1,367.44,3,2,2,Others
